#============= ===========   GLOBAL         GLOBAL         GLOBAL         GLOBAL         GLOBAL         
#     TIME        DATE       RGIP           RGIP           WBHP           WBHP           FGIP           
#     MODEL       MODEL    001-001-001    002-001-001      HR-75          Z-68           FIELD        
#     [day]        [-]       [sm3]          [sm3]          [Bara]         [Bara]         [sm3]         
#============= =========== ============== ============== ============== ============== ==============
    578.000000  29.01.2009  1.1094363E+08  3.5867972E+07   92.76466       76.42224      1.4681160E+08
    579.000000  30.01.2009  1.1043876E+08  3.5529676E+07   92.41478       75.81863      1.4596843E+08
    580.000000  31.01.2009  1.0994131E+08  3.5194048E+07   92.06824       75.19378      1.4513536E+08
    581.000000  01.02.2009  1.0946042E+08  3.4875564E+07   91.74701       74.63525      1.4433598E+08
    582.000000  02.02.2009  1.0896330E+08  3.4543012E+07   91.37103       73.96560      1.4350632E+08
    583.000000  03.02.2009  1.0849566E+08  3.4232756E+07   91.06953       73.52662      1.4272842E+08
    584.000000  04.02.2009  1.0800618E+08  3.3944472E+07   90.66254       73.75378      1.4195066E+08
    585.000000  05.02.2009  1.0741998E+08  3.3639288E+07   89.99662       73.67603      1.4105928E+08
    586.000000  06.02.2009  1.0681336E+08  3.3345202E+07   89.40214       73.27897      1.4015856E+08
    587.000000  07.02.2009  1.0661870E+08  3.3247312E+07   89.89689       73.04160      1.3986602E+08
    588.000000  08.02.2009  1.0618378E+08  3.2985006E+07   89.50597       71.78011      1.3916880E+08
    589.000000  09.02.2009  1.0560725E+08  3.2691508E+07   88.74068       72.01390      1.3829875E+08
    590.000000  10.02.2009  1.0502446E+08  3.2397364E+07   88.13763       71.61377      1.3742182E+08
    591.000000  11.02.2009  1.0447823E+08  3.2113630E+07   87.73519       71.12200      1.3659186E+08
    592.000000  12.02.2009  1.0394821E+08  3.1840380E+07   87.37217       70.62745      1.3578859E+08
    593.000000  13.02.2009  1.0342778E+08  3.1577596E+07   87.00624       70.14546      1.3500538E+08
    594.000000  14.02.2009  1.0291354E+08  3.1321058E+07   86.62743       69.67837      1.3423461E+08
    595.000000  15.02.2009  1.0240958E+08  3.1069354E+07   86.25249       69.21944      1.3347894E+08
    596.000000  16.02.2009  1.0191821E+08  3.0852952E+07   85.89122       68.83312      1.3277116E+08
    597.000000  17.02.2009  1.0140997E+08  3.0658594E+07   85.50512       68.49578      1.3206856E+08
    598.000000  18.02.2009  1.0092928E+08  3.0465948E+07   85.14114       68.15852      1.3139522E+08
    599.000000  19.02.2009  1.0053380E+08  3.0227224E+07   85.10229       66.62302      1.3076102E+08
    600.000000  20.02.2009  1.0010310E+08  3.0017022E+07   84.76917       66.75936      1.3012013E+08
    601.000000  21.02.2009  9.9630128E+07  2.9825228E+07   84.31896       66.91261      1.2945535E+08
    602.000000  22.02.2009  9.9165296E+07  2.9634072E+07   83.93631       66.62340      1.2879937E+08
    603.000000  23.02.2009  9.8741648E+07  2.9452186E+07   83.61494       66.31783      1.2819383E+08
    604.000000  24.02.2009  9.8383928E+07  2.9223208E+07   83.64841       64.76065      1.2760714E+08
    605.000000  25.02.2009  9.8196472E+07  2.9130448E+07   83.87229       65.38169      1.2732692E+08
    606.000000  26.02.2009  9.7850048E+07  2.8984012E+07   83.47704       65.36211      1.2683406E+08
    607.000000  27.02.2009  9.7464208E+07  2.8771222E+07   83.20882       64.10661      1.2623542E+08
    608.000000  28.02.2009  9.7053296E+07  2.8543690E+07   82.84428       63.58498      1.2559699E+08
    609.000000  01.03.2009  9.6670232E+07  2.8304300E+07   82.61382       63.11777      1.2497454E+08
    610.000000  02.03.2009  9.6329232E+07  2.8090720E+07   82.36960       62.98584      1.2441995E+08
    611.000000  03.03.2009  9.5931040E+07  2.7888278E+07   81.97294       62.80696      1.2381932E+08
    612.000000  04.03.2009  9.5603256E+07  2.7692164E+07   81.81844       62.49586      1.2329542E+08
    613.000000  05.03.2009  9.5276256E+07  2.7498896E+07   81.55396       62.24390      1.2277515E+08
    614.000000  06.03.2009  9.4933584E+07  2.7305778E+07   81.24727       61.93725      1.2223936E+08
    615.000000  07.03.2009  9.4567384E+07  2.7111816E+07   80.92192       61.57981      1.2167920E+08
    616.000000  08.03.2009  9.4161456E+07  2.6912700E+07   80.50415       61.27913      1.2107415E+08
    617.000000  09.03.2009  9.3815776E+07  2.6719324E+07   80.38627       60.80112      1.2053510E+08
    618.000000  10.03.2009  9.3494968E+07  2.6534318E+07   80.28536       60.86103      1.2002929E+08
    619.000000  11.03.2009  9.3165592E+07  2.6354150E+07   80.06571       60.61683      1.1951974E+08
    620.000000  12.03.2009  9.2844368E+07  2.6173338E+07   79.87487       60.30672      1.1901770E+08
    621.000000  13.03.2009  9.2463520E+07  2.5994436E+07   79.49293       59.99095      1.1845796E+08
    622.000000  14.03.2009  9.2117248E+07  2.5813490E+07   79.27930       59.66888      1.1793074E+08
    623.000000  15.03.2009  9.1729944E+07  2.5633390E+07   78.91171       59.34451      1.1736334E+08
    624.000000  16.03.2009  9.1398112E+07  2.5452666E+07   78.72680       59.01810      1.1685078E+08
    625.000000  17.03.2009  9.1119248E+07  2.5274264E+07   78.75294       58.69636      1.1639351E+08
    626.000000  18.03.2009  9.0852352E+07  2.5096664E+07   78.72836       58.38044      1.1594902E+08
    627.000000  19.03.2009  9.0643160E+07  2.4925526E+07   78.85560       58.08183      1.1556869E+08
    628.000000  20.03.2009  9.0375624E+07  2.4746478E+07   78.53970       57.75642      1.1512210E+08
    629.000000  21.03.2009  9.0140648E+07  2.4572804E+07   78.44657       57.44657      1.1471345E+08
    630.000000  22.03.2009  8.9856456E+07  2.4394376E+07   78.13248       57.11779      1.1425083E+08
    631.000000  23.03.2009  8.9648416E+07  2.4225172E+07   78.25230       56.82300      1.1387358E+08
    632.000000  24.03.2009  8.9451472E+07  2.4060578E+07   78.23071       56.53608      1.1351205E+08
    633.000000  25.03.2009  8.9262984E+07  2.3898424E+07   78.20961       56.25031      1.1316141E+08
    634.000000  26.03.2009  8.9079952E+07  2.3898424E+07   78.11669       56.11264      1.1297838E+08
    635.000000  27.03.2009  8.8907168E+07  2.3898424E+07   78.06533       56.06312      1.1280559E+08
    636.000000  28.03.2009  8.8637192E+07  2.3898424E+07   77.58165       56.06039      1.1253562E+08
    637.000000  29.03.2009  8.8588456E+07  2.3898424E+07   78.02595       56.08279      1.1248688E+08
    638.000000  30.03.2009  8.8456728E+07  2.3898424E+07   77.98058       56.11957      1.1235515E+08
    639.000000  31.03.2009  8.8456728E+07  2.3898424E+07   78.35551       56.16516      1.1235515E+08
    640.000000  01.04.2009  8.8456728E+07  2.3898424E+07   78.57082       56.21643      1.1235515E+08
    641.000000  02.04.2009  8.8456728E+07  2.3898424E+07   78.72562       56.27148      1.1235515E+08
    642.000000  03.04.2009  8.8456728E+07  2.3898424E+07   78.85181       56.32913      1.1235515E+08
    643.000000  04.04.2009  8.8456728E+07  2.3898424E+07   78.96197       56.38859      1.1235515E+08
    644.000000  05.04.2009  8.8456728E+07  2.3898424E+07   79.06201       56.44935      1.1235515E+08
    645.000000  06.04.2009  8.8456728E+07  2.3898424E+07   79.15505       56.51105      1.1235515E+08
    646.000000  07.04.2009  8.8456728E+07  2.3898424E+07   79.24288       56.57341      1.1235515E+08
    647.000000  08.04.2009  8.8456728E+07  2.3898424E+07   79.32658       56.63627      1.1235515E+08
    648.000000  09.04.2009  8.8456728E+07  2.3898424E+07   79.40690       56.69947      1.1235515E+08
    649.000000  10.04.2009  8.8456728E+07  2.3898424E+07   79.48434       56.76295      1.1235515E+08
    650.000000  11.04.2009  8.8456728E+07  2.3898424E+07   79.55930       56.82663      1.1235515E+08
    651.000000  12.04.2009  8.8456728E+07  2.3898424E+07   79.63206       56.89046      1.1235515E+08
    652.000000  13.04.2009  8.8456728E+07  2.3898424E+07   79.70289       56.95440      1.1235515E+08
    653.000000  14.04.2009  8.8456744E+07  2.3898430E+07   79.77197       57.00869      1.1235518E+08
    654.000000  15.04.2009  8.8458240E+07  2.3900198E+07   79.85759       57.07529      1.1235844E+08
    655.000000  16.04.2009  8.8669304E+07  2.3983892E+07   80.66669       57.27362      1.1265319E+08
    656.000000  17.04.2009  8.9043536E+07  2.4157480E+07   81.62893       57.63459      1.1320102E+08
    657.000000  18.04.2009  8.9431104E+07  2.4347144E+07   82.29654       58.06730      1.1377825E+08
    658.000000  19.04.2009  8.9820344E+07  2.4580880E+07   82.82910       58.59223      1.1440122E+08
    659.000000  20.04.2009  9.0206856E+07  2.4766156E+07   83.30033       59.07302      1.1497302E+08
    660.000000  21.04.2009  9.0594920E+07  2.4983554E+07   83.73727       59.59771      1.1557847E+08
    661.000000  22.04.2009  9.0982160E+07  2.5172280E+07   84.15279       60.08920      1.1615443E+08
    662.000000  23.04.2009  9.1432928E+07  2.5359424E+07   84.65247       60.57249      1.1679235E+08
    663.000000  24.04.2009  9.1892696E+07  2.5539598E+07   85.16926       61.04498      1.1743229E+08
    664.000000  25.04.2009  9.2352888E+07  2.5722944E+07   85.67503       61.52058      1.1807583E+08
    665.000000  26.04.2009  9.2813568E+07  2.5920470E+07   86.17170       62.01921      1.1873404E+08
    666.000000  27.04.2009  9.3275048E+07  2.6107954E+07   86.66374       62.50869      1.1938300E+08
    667.000000  28.04.2009  9.3738248E+07  2.6289928E+07   87.15379       62.98866      1.2002818E+08
    668.000000  29.04.2009  9.4201584E+07  2.6483396E+07   87.63634       63.48464      1.2068498E+08
    669.000000  30.04.2009  9.4688024E+07  2.6712938E+07   88.12995       64.44504      1.2140096E+08
    670.000000  01.05.2009  9.5309696E+07  2.7028834E+07   88.72846       66.55238      1.2233853E+08
    671.000000  02.05.2009  9.5949896E+07  2.7361660E+07   89.35921       67.54092      1.2331156E+08
    672.000000  03.05.2009  9.6595984E+07  2.7703242E+07   89.99557       68.38918      1.2429922E+08
    673.000000  04.05.2009  9.7237184E+07  2.8029576E+07   90.62293       69.19191      1.2526676E+08
    674.000000  05.05.2009  9.7879704E+07  2.8354050E+07   91.25207       69.98692      1.2623376E+08
    675.000000  06.05.2009  9.8538208E+07  2.8706262E+07   91.88194       70.81306      1.2724447E+08
    676.000000  07.05.2009  9.9197128E+07  2.9057596E+07   92.51298       71.64642      1.2825472E+08
    677.000000  08.05.2009  9.9850240E+07  2.9396980E+07   93.13725       72.45647      1.2924722E+08
    678.000000  09.05.2009  1.0051292E+08  2.9750270E+07   93.76350       73.28967      1.3026319E+08
    679.000000  10.05.2009  1.0118749E+08  3.0125648E+07   94.39477       74.16703      1.3131314E+08
    680.000000  11.05.2009  1.0186426E+08  3.0504362E+07   95.02371       75.05409      1.3236862E+08
    681.000000  12.05.2009  1.0254179E+08  3.0885896E+07   95.65421       75.95119      1.3342769E+08
    682.000000  13.05.2009  1.0321968E+08  3.1275134E+07   96.27892       76.86088      1.3449482E+08
    683.000000  14.05.2009  1.0390024E+08  3.1676382E+07   96.90400       77.79742      1.3557662E+08
    684.000000  15.05.2009  1.0458005E+08  3.2073502E+07   97.52458       78.72552      1.3665355E+08
    685.000000  16.05.2009  1.0526182E+08  3.2479106E+07   98.14793       79.67827      1.3774093E+08
    686.000000  17.05.2009  1.0594352E+08  3.2882566E+07   98.76876       80.62308      1.3882610E+08
    687.000000  18.05.2009  1.0662390E+08  3.3283436E+07   99.38762       81.56003      1.3990734E+08
    688.000000  19.05.2009  1.0729912E+08  3.3657664E+07   99.99884       82.42764      1.4095678E+08
    689.000000  20.05.2009  1.0797790E+08  3.4047316E+07   100.6096       83.33043      1.4202522E+08
    690.000000  21.05.2009  1.0863980E+08  3.4416540E+07   101.2187       84.22572      1.4305635E+08
    691.000000  22.05.2009  1.0929714E+08  3.4800044E+07   101.8249       85.09666      1.4409718E+08
    692.000000  23.05.2009  1.0995590E+08  3.5193300E+07   102.4281       86.00079      1.4514920E+08
    693.000000  24.05.2009  1.1061572E+08  3.5590160E+07   103.0317       86.91844      1.4620587E+08
    694.000000  25.05.2009  1.1127564E+08  3.5985956E+07   103.6300       87.83241      1.4726160E+08
    695.000000  26.05.2009  1.1193698E+08  3.6382412E+07   104.2291       88.75146      1.4831939E+08
    696.000000  27.05.2009  1.1241833E+08  3.6629744E+07   104.6640       88.08852      1.4904806E+08
    697.000000  28.05.2009  1.1288030E+08  3.6861216E+07   105.0564       88.43478      1.4974152E+08
    698.000000  29.05.2009  1.1334226E+08  3.7102788E+07   105.4478       88.97438      1.5044504E+08
    699.000000  30.05.2009  1.1373760E+08  3.7306244E+07   105.6621       89.48449      1.5104384E+08
    700.000000  31.05.2009  1.1420178E+08  3.7579768E+07   106.1425       90.10708      1.5178155E+08
    701.000000  01.06.2009  1.1460841E+08  3.7803128E+07   106.4181       90.65575      1.5241154E+08
    702.000000  02.06.2009  1.1507117E+08  3.8061260E+07   106.9003       91.24836      1.5313243E+08
    703.000000  03.06.2009  1.1553265E+08  3.8320108E+07   107.3331       91.85269      1.5385275E+08
    704.000000  04.06.2009  1.1599326E+08  3.8578012E+07   107.7472       92.45879      1.5457128E+08
    705.000000  05.06.2009  1.1615122E+08  3.8667216E+07   107.3386       92.80611      1.5481843E+08
    706.000000  06.06.2009  1.1615122E+08  3.8667216E+07   106.8369       92.95060      1.5481843E+08
    707.000000  07.06.2009  1.1615122E+08  3.8667216E+07   106.6208       93.03687      1.5481843E+08
    708.000000  08.06.2009  1.1615122E+08  3.8667216E+07   106.5078       93.09896      1.5481843E+08
    709.000000  09.06.2009  1.1615122E+08  3.8667216E+07   106.4424       93.14885      1.5481843E+08
    710.000000  10.06.2009  1.1652964E+08  3.8667216E+07   107.3965       93.19154      1.5519685E+08
    711.000000  11.06.2009  1.1703797E+08  3.8667216E+07   108.3231       93.23013      1.5570518E+08
    712.000000  12.06.2009  1.1754784E+08  3.8667216E+07   108.9985       93.26626      1.5621506E+08
    713.000000  13.06.2009  1.1805730E+08  3.8667216E+07   109.5737       93.30090      1.5672451E+08
    714.000000  14.06.2009  1.1856645E+08  3.8667216E+07   110.0998       93.33464      1.5723366E+08
    715.000000  15.06.2009  1.1907510E+08  3.9001436E+07   110.5969       95.09098      1.5807653E+08
    716.000000  16.06.2009  1.1958544E+08  3.9390424E+07   111.0855       96.16343      1.5897587E+08
    717.000000  17.06.2009  1.2009552E+08  3.9777992E+07   111.5605       97.04292      1.5987350E+08
    718.000000  18.06.2009  1.2060634E+08  4.0166048E+07   112.0300       97.91918      1.6077238E+08
    719.000000  19.06.2009  1.2069638E+08  4.0234292E+07   111.4061       97.16477      1.6093067E+08
    720.000000  20.06.2009  1.2069638E+08  4.0234292E+07   110.9623       96.97710      1.6093067E+08
    721.000000  21.06.2009  1.2069638E+08  4.0234292E+07   110.7489       97.00194      1.6093067E+08
    722.000000  22.06.2009  1.2069638E+08  4.0234292E+07   110.6291       97.03245      1.6093067E+08
    723.000000  23.06.2009  1.2069638E+08  4.0234292E+07   110.5555       97.06306      1.6093067E+08
    724.000000  24.06.2009  1.2069638E+08  4.0234292E+07   110.5075       97.09253      1.6093067E+08
    725.000000  25.06.2009  1.2069638E+08  4.0234292E+07   110.4747       97.12093      1.6093067E+08
    726.000000  26.06.2009  1.2069638E+08  4.0234292E+07   110.4517       97.14847      1.6093067E+08
    727.000000  27.06.2009  1.2069638E+08  4.0234292E+07   110.4354       97.17541      1.6093067E+08
    728.000000  28.06.2009  1.2069638E+08  4.0234292E+07   110.4240       97.20195      1.6093067E+08
    729.000000  29.06.2009  1.2069638E+08  4.0234292E+07   110.4162       97.22823      1.6093067E+08
    730.000000  30.06.2009  1.2069638E+08  4.0234292E+07   110.4113       97.25433      1.6093067E+08
    731.000000  01.07.2009  1.2069638E+08  4.0234292E+07   110.4086       97.28033      1.6093067E+08
    732.000000  02.07.2009  1.2069638E+08  4.0234292E+07   110.4079       97.30625      1.6093067E+08
    733.000000  03.07.2009  1.2069638E+08  4.0234292E+07   110.4088       97.33213      1.6093067E+08
    734.000000  04.07.2009  1.2069638E+08  4.0234292E+07   110.4110       97.35797      1.6093067E+08
    735.000000  05.07.2009  1.2069638E+08  4.0234292E+07   110.4143       97.38377      1.6093067E+08
    736.000000  06.07.2009  1.2069638E+08  4.0234292E+07   110.4187       97.40955      1.6093067E+08
    737.000000  07.07.2009  1.2099212E+08  4.0416908E+07   111.1938       97.73615      1.6140902E+08
    738.000000  08.07.2009  1.2150238E+08  4.0731212E+07   112.2287       98.32734      1.6223358E+08
    739.000000  09.07.2009  1.2201254E+08  4.1044568E+07   112.9468       98.99627      1.6305710E+08
    740.000000  10.07.2009  1.2252321E+08  4.1358060E+07   113.5462       99.68945      1.6388126E+08
    741.000000  11.07.2009  1.2303427E+08  4.1672660E+07   114.0892       100.3942      1.6470693E+08
    742.000000  12.07.2009  1.2354428E+08  4.1985972E+07   114.5970       101.1024      1.6553026E+08
    743.000000  13.07.2009  1.2405426E+08  4.2298352E+07   115.0879       101.8113      1.6635261E+08
    744.000000  14.07.2009  1.2456313E+08  4.2610608E+07   115.5631       102.5208      1.6717373E+08
    745.000000  15.07.2009  1.2506955E+08  4.2928800E+07   116.0210       103.3548      1.6799835E+08
    746.000000  16.07.2009  1.2557991E+08  4.3242764E+07   116.4879       103.9588      1.6882267E+08
    747.000000  17.07.2009  1.2609210E+08  4.3556872E+07   116.9489       104.6645      1.6964898E+08
    748.000000  18.07.2009  1.2660283E+08  4.3871960E+07   117.4023       105.3732      1.7047480E+08
    749.000000  19.07.2009  1.2711358E+08  4.4187332E+07   117.8517       106.0821      1.7130091E+08
    750.000000  20.07.2009  1.2762360E+08  4.4508084E+07   118.2953       106.8910      1.7213168E+08
    751.000000  21.07.2009  1.2813446E+08  4.4823800E+07   118.7397       107.5122      1.7295826E+08
    752.000000  22.07.2009  1.2866631E+08  4.5248440E+07   119.0533       109.5012      1.7391475E+08
    753.000000  23.07.2009  1.2937122E+08  4.5692548E+07   119.8161       110.6711      1.7506378E+08
    754.000000  24.07.2009  1.3007778E+08  4.6137908E+07   120.4694       111.6752      1.7621570E+08
    755.000000  25.07.2009  1.3078511E+08  4.6584428E+07   121.0889       112.6627      1.7736954E+08
    756.000000  26.07.2009  1.3148378E+08  4.7019152E+07   121.6875       113.6087      1.7850293E+08
    757.000000  27.07.2009  1.3218260E+08  4.7452932E+07   122.2787       114.5488      1.7963554E+08
    758.000000  28.07.2009  1.3288342E+08  4.7889036E+07   122.8696       115.4942      1.8077246E+08
    759.000000  29.07.2009  1.3358832E+08  4.8337428E+07   123.4506       116.4623      1.8192574E+08
    760.000000  30.07.2009  1.3426442E+08  4.8747840E+07   124.0062       117.3365      1.8301226E+08
    761.000000  31.07.2009  1.3494205E+08  4.9159836E+07   124.5615       118.2153      1.8410187E+08
    762.000000  01.08.2009  1.3536067E+08  4.9503200E+07   124.1479       118.0921      1.8486387E+08
    763.000000  02.08.2009  1.3572426E+08  4.9839396E+07   123.9337       118.5139      1.8556365E+08
    764.000000  03.08.2009  1.3608699E+08  5.0172108E+07   123.9952       119.1893      1.8625910E+08
    765.000000  04.08.2009  1.3644942E+08  5.0505244E+07   124.1585       119.8837      1.8695467E+08
    766.000000  05.08.2009  1.3681171E+08  5.0791368E+07   124.3684       120.5060      1.8760307E+08
    767.000000  06.08.2009  1.3717459E+08  5.1051348E+07   124.6029       121.0432      1.8822594E+08
    768.000000  07.08.2009  1.3753784E+08  5.1321652E+07   124.8515       121.6119      1.8885949E+08
    769.000000  08.08.2009  1.3790038E+08  5.1593092E+07   125.1084       122.1800      1.8949347E+08
    770.000000  09.08.2009  1.3826211E+08  5.1866752E+07   125.3701       122.7512      1.9012886E+08
    771.000000  10.08.2009  1.3862528E+08  5.2142044E+07   125.6363       123.3212      1.9076733E+08
    772.000000  11.08.2009  1.3898818E+08  5.2418772E+07   125.9052       123.8919      1.9140694E+08
    773.000000  12.08.2009  1.3935043E+08  5.2694952E+07   126.1754       124.4590      1.9204539E+08
    774.000000  13.08.2009  1.3969683E+08  5.2958288E+07   126.4358       125.0028      1.9265512E+08
    775.000000  14.08.2009  1.4005862E+08  5.3234712E+07   126.7053       125.5621      1.9329334E+08
    776.000000  15.08.2009  1.4042026E+08  5.3510500E+07   126.9771       126.1210      1.9393075E+08
    777.000000  16.08.2009  1.4078203E+08  5.3786572E+07   127.2497       126.6788      1.9456859E+08
    778.000000  17.08.2009  1.4109360E+08  5.4063920E+07   127.4915       127.2369      1.9515752E+08
    779.000000  18.08.2009  1.4137501E+08  5.4339996E+07   127.7010       127.7912      1.9571499E+08
    780.000000  19.08.2009  1.4165822E+08  5.4618208E+07   127.9007       128.3468      1.9627643E+08
    781.000000  20.08.2009  1.4194178E+08  5.4896960E+07   128.0995       128.9016      1.9683874E+08
    782.000000  21.08.2009  1.4222541E+08  5.5176988E+07   128.2630       129.4570      1.9740240E+08
    783.000000  22.08.2009  1.4250322E+08  5.5451080E+07   128.4282       130.0015      1.9795429E+08
    784.000000  23.08.2009  1.4278648E+08  5.5731148E+07   128.6147       130.5526      1.9851762E+08
    785.000000  24.08.2009  1.4307010E+08  5.6010048E+07   128.8111       131.1008      1.9908014E+08
    786.000000  25.08.2009  1.4334997E+08  5.6273772E+07   129.0092       131.6290      1.9962373E+08
    787.000000  26.08.2009  1.4363445E+08  5.6541296E+07   129.2105       132.1533      2.0017574E+08
    788.000000  27.08.2009  1.4391910E+08  5.6808860E+07   129.4131       132.6726      2.0072797E+08
    789.000000  28.08.2009  1.4420413E+08  5.7077420E+07   129.6161       133.1901      2.0128155E+08
    790.000000  29.08.2009  1.4448872E+08  5.7346152E+07   129.8188       133.7053      2.0183488E+08
    791.000000  30.08.2009  1.4477368E+08  5.7615452E+07   130.0217       134.2191      2.0238912E+08
    792.000000  31.08.2009  1.4505794E+08  5.7815208E+07   130.2239       134.6138      2.0287315E+08
    793.000000  01.09.2009  1.4533982E+08  5.7815208E+07   130.4242       134.6492      2.0315504E+08
    794.000000  02.09.2009  1.4562182E+08  5.7815208E+07   130.6236       134.6188      2.0343704E+08
    795.000000  03.09.2009  1.4590346E+08  5.7815208E+07   130.8219       134.5654      2.0371866E+08
    796.000000  04.09.2009  1.4618488E+08  5.7815208E+07   131.0195       134.5022      2.0400010E+08
    797.000000  05.09.2009  1.4646611E+08  5.7815208E+07   131.2163       134.4344      2.0428133E+08
    798.000000  06.09.2009  1.4674699E+08  5.7815208E+07   131.4122       134.3644      2.0456219E+08
    799.000000  07.09.2009  1.4689661E+08  5.8050416E+07   131.4882       134.5995      2.0494702E+08
    800.000000  08.09.2009  1.4703166E+08  5.8314176E+07   131.5155       134.9955      2.0534584E+08
    801.000000  09.09.2009  1.4716664E+08  5.8577732E+07   131.5356       135.4494      2.0574437E+08
    802.000000  10.09.2009  1.4730157E+08  5.8841172E+07   131.5599       135.9240      2.0614274E+08
    803.000000  11.09.2009  1.4743613E+08  5.9104028E+07   131.5904       136.4055      2.0654016E+08
    804.000000  12.09.2009  1.4757034E+08  5.9366288E+07   131.6267       136.8882      2.0693662E+08
    805.000000  13.09.2009  1.4770320E+08  5.9626004E+07   131.6678       137.3672      2.0732920E+08
    806.000000  14.09.2009  1.4783467E+08  5.9882728E+07   131.7126       137.8396      2.0771741E+08
    807.000000  15.09.2009  1.4784293E+08  5.9898892E+07   131.7446       137.9923      2.0774182E+08
    808.000000  16.09.2009  1.4784293E+08  5.9898892E+07   131.7599       137.9966      2.0774182E+08
    809.000000  17.09.2009  1.4784293E+08  5.9898892E+07   131.7614       137.9479      2.0774182E+08
    810.000000  18.09.2009  1.4784293E+08  5.9898892E+07   131.7526       137.8790      2.0774182E+08
    811.000000  19.09.2009  1.4784293E+08  5.9898892E+07   131.7365       137.8017      2.0774182E+08
    812.000000  20.09.2009  1.4784293E+08  5.9898892E+07   131.7149       137.7206      2.0774182E+08
    813.000000  21.09.2009  1.4784293E+08  5.9898892E+07   131.6892       137.6379      2.0774182E+08
    814.000000  22.09.2009  1.4784293E+08  5.9898892E+07   131.6604       137.5546      2.0774182E+08
    815.000000  23.09.2009  1.4784293E+08  5.9898892E+07   131.6292       137.4711      2.0774182E+08
    816.000000  24.09.2009  1.4784293E+08  5.9898892E+07   131.5961       137.3878      2.0774182E+08
    817.000000  25.09.2009  1.4784293E+08  5.9898892E+07   131.5615       137.3047      2.0774182E+08
    818.000000  26.09.2009  1.4784293E+08  5.9898892E+07   131.5258       137.2219      2.0774182E+08
    819.000000  27.09.2009  1.4784293E+08  5.9898892E+07   131.4892       137.1394      2.0774182E+08
    820.000000  28.09.2009  1.4784293E+08  5.9898892E+07   131.4518       137.0572      2.0774182E+08
    821.000000  29.09.2009  1.4784293E+08  5.9898892E+07   131.4138       136.9753      2.0774182E+08
    822.000000  30.09.2009  1.4784293E+08  5.9898892E+07   131.3754       136.8938      2.0774182E+08
    823.000000  01.10.2009  1.4784293E+08  5.9898892E+07   131.3367       136.8126      2.0774182E+08
    824.000000  02.10.2009  1.4784293E+08  5.9898892E+07   131.2976       136.7317      2.0774182E+08
    825.000000  03.10.2009  1.4784293E+08  5.9898892E+07   131.2584       136.6511      2.0774182E+08
    826.000000  04.10.2009  1.4784293E+08  5.9898892E+07   131.2189       136.5708      2.0774182E+08
    827.000000  05.10.2009  1.4784293E+08  5.9898892E+07   131.1794       136.4908      2.0774182E+08
    828.000000  06.10.2009  1.4784293E+08  5.9898892E+07   131.1398       136.4112      2.0774182E+08
    829.000000  07.10.2009  1.4784293E+08  5.9898892E+07   131.1002       136.3318      2.0774182E+08
    830.000000  08.10.2009  1.4784293E+08  5.9898892E+07   131.0605       136.2527      2.0774182E+08
    831.000000  09.10.2009  1.4784293E+08  5.9898892E+07   131.0208       136.1739      2.0774182E+08
    832.000000  10.10.2009  1.4784293E+08  5.9898892E+07   130.9812       136.0954      2.0774182E+08
    833.000000  11.10.2009  1.4784293E+08  5.9898892E+07   130.9416       136.0171      2.0774182E+08
    834.000000  12.10.2009  1.4784293E+08  5.9898892E+07   130.9020       135.9392      2.0774182E+08
    835.000000  13.10.2009  1.4782789E+08  5.9898892E+07   130.8369       135.8615      2.0772678E+08
    836.000000  14.10.2009  1.4779934E+08  5.9898892E+07   130.7912       135.7841      2.0769822E+08
    837.000000  15.10.2009  1.4777243E+08  5.9898892E+07   130.7257       135.7070      2.0767131E+08
    838.000000  16.10.2009  1.4774646E+08  5.9898892E+07   130.4370       135.6301      2.0764536E+08
    839.000000  17.10.2009  1.4769926E+08  5.9898892E+07   130.4944       135.5536      2.0759816E+08
    840.000000  18.10.2009  1.4766422E+08  5.9898892E+07   130.4731       135.4773      2.0756312E+08
    841.000000  19.10.2009  1.4766422E+08  5.9861660E+07   130.4437       135.0988      2.0752589E+08
    842.000000  20.10.2009  1.4720405E+08  5.9861660E+07   129.3794       135.2351      2.0706571E+08
    843.000000  21.10.2009  1.4669901E+08  5.9861660E+07   128.4238       135.1672      2.0656067E+08
    844.000000  22.10.2009  1.4664461E+08  5.9861660E+07   128.8235       135.0945      2.0650627E+08
    845.000000  23.10.2009  1.4631976E+08  5.9845936E+07   128.2848       134.9745      2.0616570E+08
    846.000000  24.10.2009  1.4586949E+08  5.9825640E+07   127.5013       134.8874      2.0569512E+08
    847.000000  25.10.2009  1.4556707E+08  5.9806436E+07   127.5973       134.7796      2.0537350E+08
    848.000000  26.10.2009  1.4552706E+08  5.9806436E+07   127.8708       134.6923      2.0533349E+08
    849.000000  27.10.2009  1.4552706E+08  5.9806436E+07   127.9845       134.6143      2.0533349E+08
    850.000000  28.10.2009  1.4552706E+08  5.9806436E+07   128.0473       134.5397      2.0533349E+08
    851.000000  29.10.2009  1.4552706E+08  5.9806436E+07   128.0827       134.4665      2.0533349E+08
    852.000000  30.10.2009  1.4552706E+08  5.9806440E+07   128.1008       134.3721      2.0533350E+08
    853.000000  31.10.2009  1.4552706E+08  5.9806440E+07   128.1073       134.3001      2.0533350E+08
